Type,Key Number,Title,KeyCite Treatment,KeyCite URL,Document URL,Court,Date,Citation,Headnote,Document Preview
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Gunther v. Capital One, N.A.",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I080254ab43bb11dfaad3d35f6227d4a8&rank=11&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I080254ab43bb11dfaad3d35f6227d4a8/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=11&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F142021717441,"United States District Court, E.D. New York.","April 8, 2010",703 F.Supp.2d 264,"Law of Virginia, where federally chartered consumer bank was headquartered, applied to determination of whether bank's corporate veil could be pierced to expose parent company to indirect liability for bank's alleged improper charging of fees.",FINANCE AND BANKING - Accounts. Checking account holder's account agreement with bank did not incorporate TISA requirements.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,Gregorie v. Alpine Meadows Ski Corp.,,,https://www.westlaw.com/Document/Ibf604b3985b411deabded03f2b83b8a4/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=12&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F12019570922,"United States District Court, E.D. California.","August 7, 2009",Not Reported in F.Supp.2d,"Parent company, who approved major projects over subsidiary, did not exert the degree of control necessary to reasonably deem the subsidiary an agent of the parent, thus parent company was not liable for acts or omissions of the subsidiary. The parent company reviewed and approved the subsidiary's budget, expenses, master plan and was involved in major decision making. There was no evidence presented of the parent company's day-to-day control of the subsidiary. It was undisputed that the parent and subsidiary maintained separate workforce and human resource departments and that they had separate payroll records, tax identification numbers, disbursement records, and issued separate tax forms to employees and contractors.","BUSINESS ORGANIZATIONS - Parent and Subsidiary. Parent company, who approved subsidiary's major projects, did not exert degree of control necessary to reasonably deem them an agent of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,Cunningham v. Advanta Corp.,Overruling Risk KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I7ea243bef6c011ddbc7bf97f340af743&rank=13&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&overruleRisk=true&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I7ea243bef6c011ddbc7bf97f340af743/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=13&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F12018102971,"United States District Court, N.D. Texas, Dallas Division.","February 3, 2009",Not Reported in F.Supp.2d,"A litigant's claims against a corporation for a subsidiary's alleged attempts to contact him through his cellular phone to collect a debt were dismissed because he did not sue the proper party. The subsidiary allegedly called the litigant on his phone five times to collect a debt from another individual. However, the litigant did not establish that the corporation's actions warranted piercing the corporate veil in order to hold it responsible for the subsidiary's actions.",BUSINESS ORGANIZATIONS - Piercing Corporate Veil. Corporation was not liable for subsidiary's alleged illegal phone calls to litigant.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,Doe v. Exxon Mobil Corp.,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0f59ee31743a11ddb6a3a099756c05b7&rank=14&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I0f59ee31743a11ddb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=14&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F202016841523,"United States District Court, District of Columbia.","August 27, 2008",573 F.Supp.2d 16,"Oil corporation's Indonesian subsidiary acted as agent for corporation with regard to hiring Indonesian military security force to protect oil field, where corporation exerted significant control over subsidiary's security by outlining critical tasks for subsidiary to complete in order to ensure security, and subsidiary did not implement security procedures without significant guidance and participation from corporation.","BUSINESS ORGANIZATIONS - Parent and Subsidiary. Foreign subsidiary and security force had master-servant relationship, supporting respondeat superior finding against parent."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Academy of Skills & Knowledge, Inc. v. Charter Schools, USA, Inc.",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ib22f9b3642ae11ddb7e583ba170699a5&rank=15&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ib22f9b3642ae11ddb7e583ba170699a5/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=15&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F122016380951,"Court of Appeals of Texas, Tyler.","June 25, 2008",260 S.W.3d 529,"Charter school did not have an agent-principal relationship with the parent corporation of the management company with which charter school formed a management contract, precluding school's breach of fiduciary duty claim against the parent corporation, even though the parent corporation was a party to the contract, where parent corporation's representative signed the contract with an express, written indication that it was only signing as to certain provisions, and such provisions did not grant or impose any rights or obligations upon the parent corporation.",EDUCATION - Property and Contracts. Charter school's negligence claims were barred by the economic loss rule.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,In re Pharmaceutical Industry Average Wholesale Price Litigation,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I83303b48df3111dcb6a3a099756c05b7&rank=16&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I83303b48df3111dcb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=16&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F202015286156,"United States District Court, D. Massachusetts.","February 19, 2008",538 F.Supp.2d 367,"Pharmaceutical company's parent company could not be held liable for wrongful acts of pharmaceutical company in relator's qui tam action under False Claims Act, absent evidence which supported piercing corporate veil. <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=31USCAS3729&originatingDoc=I7208b6e54a2f11e5a795ac035416da91&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">31 U.S.C.A. §§ 3729</a>-<a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=31USCAS3733&originatingDoc=I7208b6e54a2f11e5a795ac035416da91&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">3733</a>.",GOVERNMENT - False Claims. Relator was original source of average wholesale price-based rebate fraud allegations under False Claims Act.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,Albright v. Attorney's Title Ins. Fund,,,https://www.westlaw.com/Document/I36a18fd9258811dcaba8d9d29eb57eff/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=17&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F242012564782,"United States District Court, D. Utah, Central Division.","June 25, 2007",504 F.Supp.2d 1187,"Reinsurance treaty between majority stockholder of title insurance company and title insurance company did not demonstrate a lack of separateness nor provide stockholder with excessive control over company as to satisfy first prong of alter ego theory, as required to justify piercing the corporate veil; treaty was in effect before stockholder purchased an interest in company and while the treaty provided stockholder with reasonable oversight of reinsurance-related issues, it did not allow the parent to control company's day-to-day operations.",TORTS - RICO. Company executive vice president's actions attempting to cover up fraud did not cause fraud as to support private RICO claim.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Judson Atkinson Candies, Inc. v. Latini-Hohberger Dhimantec",Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id746de5bccbe11dbbac2bdccc67d8763&rank=18&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Id746de5bccbe11dbbac2bdccc67d8763/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=18&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F202011616548,"United States District Court, N.D. Illinois, Eastern Division.","March 6, 2007",476 F.Supp.2d 913,"Under Illinois law, subsidiary was not the alter ego of parent corporation's sole shareholder; subsidiary engaged in corporate formalities, had officers and employees other than shareholder, was adequately capitalized, and subsidiary's assets as his own.",BUSINESS ORGANIZATIONS - Piercing Corporate Veil. Parent corporation was not liable for judgment against subsidiary.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Acrymed, Inc. v. Convatec",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Idfa25f28541f11d997e0acd5cbb90d3f&rank=19&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Idfa25f28541f11d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=19&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F22004478652,"United States District Court, D. Oregon.","May 14, 2004",317 F.Supp.2d 1204,"Under Oregon law, corporate veil of parent corporation would not be pierced to hold corporation liable for alleged wrongful acts of division of independent subsidiary corporation, absent allegation that parent engaged in any improper conduct in its control over division or that plaintiffs were unable to obtain adequate remedy against division and subsidiary.",BUSINESS ORGANIZATIONS - Piercing Corporate Veil. Parent corporation was not liable for alleged wrongdoing of subsidiary division.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Crystal Towers, Ltd. v. Highlands Ins. Group, Inc.",Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1e9d4e25004511da9439b076ef9ec4de&rank=20&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I1e9d4e25004511da9439b076ef9ec4de/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=20&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F72002683539,"Court of Appeal, Second District, Division 2, California.","October 28, 2002",Not Reported in Cal.Rptr.,"Holding company that owned insurer's parent corporation was not liable for bad faith to insureds upon alter ego principles or under the integrated enterprise test in action alleging bad faith; the insureds failed to show such a unity of interest and ownership that an inequitable result would follow if holding company were not held liable, they failed to show day-to-day control over insurer's employment decisions or greater than normal control, and two people were common officers of both corporations.",INSURANCE - Bad Faith and Unfair Practices. Holding company for insurer's parent corporation was not liable for insurer's alleged bad faith.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Scandinavian Satellite System, AS v. Prime TV Ltd.",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ib4ef6e2e79d711d99c4dbb2f0352441d&rank=21&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ib4ef6e2e79d711d99c4dbb2f0352441d/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=21&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F132002335858,"United States Court of Appeals, District of Columbia Circuit.","June 4, 2002",291 F.3d 839,"District court could not conclude that parent corporation was barred from suing its purported former wholly-owned subsidiary without district court first, at minimum, determining actual relationship between them, including whether extent of control exercised by parent over purported former subsidiary rose to level necessary to disregard their separate corporate identities.",INTELLECTUAL PROPERTY - Jurisdiction. Contract defense did not preclude district court jurisdiction over copyright claim.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Telecom Intern. America, Ltd. v. AT & T Corp.",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I9e1bb37279b411d9ac1ffa9f33b6c3b0&rank=22&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I9e1bb37279b411d9ac1ffa9f33b6c3b0/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=22&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F402001495194,"United States Court of Appeals, Second Circuit.","October 18, 2001",280 F.3d 175,"Corporate veil of telephone service reseller would not be pierced to allow telecommunications services provider to assert its counterclaim for shortfall penalties against parent corporation of reseller, since provider had full and fair knowledge that parent corporation wanted to limit its potential losses by setting up subsidiary for telecommunications venture, and provider knew of reseller's lack of capitalization and its consequences when it entered into agreement with reseller.",COMMERCIAL LAW - Contracts. Evidence of course of dealing after consummation of contract was precluded under parole evidence rule.
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Daley v. American Drug Stores, Inc.",,,https://www.westlaw.com/Document/If3942d29d3c611d98ac8f235252e36df/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=23&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F81998060603,"Appellate Court of Illinois, First District, Fourth Division.","February 26, 1998",294 Ill.App.3d 1024,"Wholly-owned subsidiaries of same corporation were separate and distinct corporate entities for purposes of exception to moratorium on grant of new liquor licenses for licenses in common ownership, absent any indication that one subsidiary so controlled affairs of the other as to render one subsidiary mere instrumentality or dummy, or that observance of fiction of separate corporate existence would sanction fraud or injustice.",GOVERNMENT - Liquor. Plain language of municipal ordinance imposing moratorium on issuance of new liquor licenses prohibited transfer of license between wholly owned subsidiaries of same...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,Balut v. Loral Electronic Systems,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Iffdf5d01566e11d9bf30d7fdf51b6bd4&rank=24&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Iffdf5d01566e11d9bf30d7fdf51b6bd4/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=24&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F61997247784,"United States District Court, S.D. New York.","December 17, 1997",988 F.Supp. 339,"Parent cannot be held liable for its subsidiary's civil rights violations, unless parent and subsidiary were single, integrated enterprise, that is, companies maintained (1) interrelated operations; (2) centralized control of labor relations; (3) common management; and (4) common ownership or financial control.","Former employee brought action against former employer and its parent corporation under Age Discrimination in Employment Act (ADEA).  On cross-motions for summary judgment, the..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Land v. Midwest Office Technology, Inc.",,,https://www.westlaw.com/Document/Icdafaf85566c11d9bf30d7fdf51b6bd4/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=25&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51997206230,"United States District Court, D. Kansas.","August 27, 1997",979 F.Supp. 1344,"""Alter ego test"" is one method of deciding whether parent corporation is liable for subsidiary's acts of discrimination, and this test is founded in equity and permits court to pierce corporate veil when court must prevent fraud, illegality, or injustice, or when recognition of corporate entity would defeat public policy or shield someone from liability for crime.",Employee brought employment discrimination action against corporate employer and owner and president of corporate employer.  Owner and president moved to dismiss.  The...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Becherer v. Merrill Lynch, Pierce, Fenner & Smith, Inc.",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Idbf7cf07970d11d993e6d35cc61aab4a&rank=26&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Idbf7cf07970d11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=26&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F91995025709,"United States Court of Appeals, Sixth Circuit.","January 10, 1995",43 F.3d 1054,"Corporate veil of developer of resort hotel could not be pierced by investors, in order to reach assets of developer's officers and affiliated corporations, based upon quotations from marketing guide, prepared for internal use by employees of escrow agent marketing investor shares in hotel, which made reference to developer as being a subsidiary of other corporations having total assets of $350 million, and containing sample speech explaining how officers and affiliated companies were ""in bed"" with investors; document was not intended for distribution to investors and there was no indication that developer had been involved in drafting of guide.","Investors brought action against brokers and others for securities violations and other claims, arising from investments made in hotel project.  After judgment was entered, 799..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Crum & Forster, Inc. v. Monsanto Co.",Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=If29dc621e7c511d9bf60c1d57ebc853e&rank=27&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/If29dc621e7c511d9bf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=27&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F761994188433,"Court of Appeals of Texas, Texarkana.","September 19, 1994",887 S.W.2d 103,"Liability insurers and their parent corporation used separate corporate identities as means of evading legal duty or to justify wrong, for purpose of piercing corporate veil, where subsidiary insurers that insured codefendant of chemical company, in action by homeowners, settled with codefendant, who had entered Mary Carter agreements with homeowners, to recoup money from chemical company that was also insured by subsidiaries of parent corporation; insurers owed duty, imposed by public policy, to chemical company to not obtain financial gain as joint tort-feasor.","Liability. Liability insurers wrongfully obtained financial interest in, and direct control of, tort action against insured chemical company."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1058 In general >,"Crum & Forster, Inc. v. Monsanto Co.",Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=If29dc621e7c511d9bf60c1d57ebc853e&rank=28&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/If29dc621e7c511d9bf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=28&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F811994188433,"Court of Appeals of Texas, Texarkana.","September 19, 1994",887 S.W.2d 103,"Subsidiary of parent corporation was subject to piercing of corporate veil to hold parent corporation liable for conduct of subsidiary, though subsidiary was not corporation; subsidiary was set up under Insurance Code and was controlled by underwriters, maintained directors, officers, bylaws, books and records, and assets and liabilities, was authorized to write insurance, and shared many characteristics of corporations. <a href=""/Link/Document/FullText?findType=L&pubNum=1000178&cite=TXINART18.01&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">V.A.T.S. Insurance Code, arts. 18.01</a>–<a href=""/Link/Document/FullText?findType=L&pubNum=1000178&cite=TXINART18.24&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">18.24</a>.","Liability. Liability insurers wrongfully obtained financial interest in, and direct control of, tort action against insured chemical company."
